CLASS HABITAT-TYPE-GROUP
NAME B3
HABITAT-TYPES 250:280:281:283:292
CLIMAX-SPECIES DF:PP
SERAL-SPECIES DF:PP:LP:CW:ES
END

CLASS ALL-VEG-TYPES
553
NS,NS,1,1,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:UPLAND-GRASSES/CLOSED-HERB/1:0,L-DF-GF:24:250:LATE-SERAL:11:268:WP:12:144:DF-PP-GF:19:267:CW:11:235:L:9:231:L-DF-LP:9:241:PP-DF:5:213:L-PP:2:197:DF-PP-LP:2:124:DF-PP:2:170:NS:167:43:L-LP-GF:13:269:DF-RRWP-GF:18:260:QA:12:235:RRWP:9:151:ES:18:220:L-GF:12:227:DF-GF:35:325:L-DF:11:234:PP:2:148:L-LP:8:229:DF-LP:4:279:L-PP-LP:12:169:PF:10:226:L-DF-PP:4:195:DF-RRWP:33:254:DF-WP:14:247:AGR:301:298:DF-WP-GF:17:256:EARLY-SERAL:11:276:GF:10:239:ES-LP:21:235:DF:1:131:LP:19:245
DF,SS,1,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF/SS2/4:0,DF:40:280
DF,SS,1,3,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF/SS2/3:0,DF:40:150
DF,SS,1,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF/SS2/2:0,DF:40:20
MESIC-SHRUBS,OPEN-TALL-SHRUB,1,1,LIGHT-SEVERITY-FIRE:MESIC-SHRUBS/OPEN-LOW-SHRUB/1:0:STAND-REPLACING-FIRE:MESIC-SHRUBS/OPEN-LOW-SHRUB/1:0:MIXED-SEVERITY-FIRE:MESIC-SHRUBS/OPEN-LOW-SHRUB/1:0:SUCCESSION:MESIC-SHRUBS/OPEN-TALL-SHRUB/1:0,NF:98:99:NS:276:186:MESIC-SHRUBS:286:54
QA-MC,POLE,1,4,LIGHT-SEVERITY-FIRE:QA/SS/3:0:STAND-REPLACING-FIRE:QA/SS/3:0:MIXED-SEVERITY-FIRE:QA/SS/3:0:SUCCESSION:QA-MC/POLE2/4:0,QA:261:346:QA-MC:135:280
DF,MMU,2,4,LIGHT-SEVERITY-FIRE:DF/MTS/2:0:SEVERE-WSBW:DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LMU/3:0:LIGHT-WSBW:DF/LMU/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:SUCCESSION:DF/LMU/4:0,DF:465:290
QA-MC,POLE,1,3,LIGHT-SEVERITY-FIRE:QA/SS/3:0:STAND-REPLACING-FIRE:QA/SS/3:0:MIXED-SEVERITY-FIRE:QA/SS/3:0:SUCCESSION:QA-MC/POLE2/4:0,QA:253:196:QA-MC:135:150
DF,MMU,2,3,LIGHT-SEVERITY-FIRE:DF/MTS/2:0:SEVERE-WSBW:DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LMU/2:0:LIGHT-WSBW:DF/LMU/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:SUCCESSION:DF/LMU/3:0,DF:465:160
LP,LTS,5,3,LIGHT-SEVERITY-FIRE:LP/LTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:DF-LP/LMU/3:0:SEVERE-LP-MPB:LP/MEDIUM/2:0:LIGHT-LP-MPB:LP/LTS/2:0,LP:650:190
QA-MC,POLE,1,2,LIGHT-SEVERITY-FIRE:QA/SS/2:0:STAND-REPLACING-FIRE:QA/SS/2:0:MIXED-SEVERITY-FIRE:QA/SS/2:0:SUCCESSION:QA-MC/POLE2/3:0,QA-MC:135:20
ES,SS,3,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/SS4/4:0,ES:60:300
CW,LMU,1,4,LIGHT-SEVERITY-FIRE:CW/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/3:0:SUCCESSION:CW/LMU/4:0,CW:690:280
ES,SS,3,3,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/PTS/3:0,ES:60:170
CW,LMU,1,3,LIGHT-SEVERITY-FIRE:CW/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/3:0:SUCCESSION:CW/LMU/4:0,CW:690:150
ES,SS,3,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/PTS/3:0,ES:60:40
CW,LMU,1,2,LIGHT-SEVERITY-FIRE:CW/LMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/2:0:SUCCESSION:CW/LMU/3:0,CW:690:20
DF-LP,SS,4,4,LIGHT-SEVERITY-FIRE:DF-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF-LP/PTS/4:0,DF-LP:70:310
DF-LP,LMU,11,4,LIGHT-SEVERITY-FIRE:DF-LP/LARGE/3:0:SEVERE-WSBW:DF-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/LMU12/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF-LP/LMU/3:0:SUCCESSION:DF-LP/LMU12/4:0:SEVERE-LP-MPB:DF-LP/LMU/3:0:LIGHT-LP-MPB:DF-LP/LMU/3:0,DF-LP:790:380
DF-PP-LP,MEDIUM,1,4,LIGHT-SEVERITY-FIRE:DF-PP-LP/MEDIUM/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:SUCCESSION:DF-PP-LP/MMU/4:0:SEVERE-LP-MPB:PP-DF/MEDIUM/2:0:LIGHT-LP-MPB:PP-DF/MEDIUM/3:0,DF-PP-PP:334:212:DF-PP-LP:315:280
DF-PP-LP,MEDIUM,1,3,LIGHT-SEVERITY-FIRE:DF-PP-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:SUCCESSION:DF-PP-LP/MMU/3:0:SEVERE-LP-MPB:PP-DF/MEDIUM/2:0:LIGHT-LP-MPB:PP-DF/MEDIUM/3:0,DF-PP-PP:325:124:DF-PP-LP:315:150
DF-PP-LP,MEDIUM,1,2,LIGHT-SEVERITY-FIRE:DF-PP-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:SUCCESSION:DF-PP-LP/MMU/3:0:SEVERE-LP-MPB:PP-DF/MEDIUM/2:0:LIGHT-LP-MPB:PP-DF/MEDIUM/3:0,DF-PP-PP:283:92:DF-PP-LP:315:20
DF-LP,SS,1,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF-LP/SS2/4:0,DF-LP:40:280
DF-LP,SS,1,3,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF-LP/SS2/3:0,DF-LP:40:150
DF-LP,SS,1,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF-LP/SS2/2:0,DF-LP:40:20
PP-DF,POLE,3,4,LIGHT-SEVERITY-FIRE:PP-DF/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP-DF/POLE/2:0:SUCCESSION:PP-DF/POLE4/4:0,PP-DF:155:300
PP-DF,LMU,2,4,LIGHT-SEVERITY-FIRE:PP-DF/LMU/3:0:SEVERE-WSBW:PP-DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/LMU/2:0:LIGHT-WSBW:PP-DF/LMU3/4:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:PP-MPB:DF/LMU/3:0:SUCCESSION:PP-DF/LMU3/4:0,PP-DF:700:290
PP-DF,LMU,2,3,LIGHT-SEVERITY-FIRE:PP-DF/LMU/2:0:SEVERE-WSBW:PP-DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/LMU/2:0:LIGHT-WSBW:PP-DF/LMU3/3:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:PP-MPB:DF/LMU/3:0:SUCCESSION:PP-DF/LMU3/3:0,PP-DF:700:160
DF-LP,LMU,8,4,LIGHT-SEVERITY-FIRE:DF-LP/LARGE/3:0:SEVERE-WSBW:DF-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/LMU9/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF-LP/LMU/3:0:SUCCESSION:DF-LP/LMU9/4:0:SEVERE-LP-MPB:DF-LP/LMU/3:0:LIGHT-LP-MPB:DF-LP/LMU/3:0,DF-LP:760:350
DF,SS,2,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF/SS3/4:0,DF:50:290
DF,SS,2,3,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF/SS3/3:0,DF:50:160
DF,SS,2,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF/SS3/2:0,DF:50:30
DF-PP-LP,LARGE,1,4,LIGHT-SEVERITY-FIRE:DF-PP-LP/LARGE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/LARGE/2:0:DF-BEETLE:DF-PP-LP/LMU/2:0:SUCCESSION:DF-PP-LP/LMU/4:0:SEVERE-LP-MPB:PP-DF/LARGE/2:0:LIGHT-LP-MPB:PP-DF/LARGE/3:0,DF-PP-PP:458:202:DF-PP-LP:530:280
DF-PP-LP,LARGE,1,3,LIGHT-SEVERITY-FIRE:DF-PP-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/LARGE/2:0:DF-BEETLE:DF-PP-LP/LMU/2:0:SUCCESSION:DF-PP-LP/LMU/3:0:SEVERE-LP-MPB:PP-DF/LARGE/2:0:LIGHT-LP-MPB:PP-DF/LARGE/3:0,DF-PP-PP:445:125:DF-PP-LP:530:150
DF-PP-LP,LARGE,1,2,LIGHT-SEVERITY-FIRE:DF-PP-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/LARGE/2:0:DF-BEETLE:DF-PP-LP/LMU/2:0:SUCCESSION:DF-PP-LP/LMU/3:0:SEVERE-LP-MPB:PP-DF/LARGE/2:0:LIGHT-LP-MPB:PP-DF/LARGE/3:0,DF-PP-PP:441:9:DF-PP-LP:530:20
PP-DF,SS,4,4,LIGHT-SEVERITY-FIRE:PP-DF/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/POLE/4:0,PP-DF:70:310
LP,DEAD,1,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:UPLAND-GRASSES/CLOSED-HERB/1:0,LP:0:0
DF,LMU,8,3,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/VLMU/2:0:LIGHT-WSBW:DF/VLMU/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/VLMU/2:0:SUCCESSION:DF/VLMU/3:0,DF-LP:825:238:DF:760:220:LP:941:212:DF-GF:870:485:PP-DF:830:277
DF,MEDIUM,1,4,LIGHT-SEVERITY-FIRE:DF/MEDIUM/3:0:SEVERE-WSBW:DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/MMU/3:0:LIGHT-WSBW:DF/MMU/4:0:MIXED-SEVERITY-FIRE:DF/MEDIUM/3:0:SUCCESSION:DF/MMU/4:0,DF-LP:311:221:DF:315:280:DF-GF:354:271
DF,MEDIUM,1,3,LIGHT-SEVERITY-FIRE:DF/MEDIUM/2:0:SEVERE-WSBW:DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/MMU/2:0:LIGHT-WSBW:DF/MMU/3:0:MIXED-SEVERITY-FIRE:DF/MEDIUM/2:0:SUCCESSION:DF/MMU/3:0,DF-LP:311:221:DF:315:150:DF-GF:354:271
DF,MEDIUM,1,2,LIGHT-SEVERITY-FIRE:DF/MEDIUM/2:0:SEVERE-WSBW:DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/MMU/2:0:LIGHT-WSBW:DF/MMU/3:0:MIXED-SEVERITY-FIRE:DF/MEDIUM/2:0:SUCCESSION:DF/MMU/3:0,DF-LP:293:65:L-DF-GF:340:76:DF:315:20:DF-GF:349:85:PP-DF:297:4
QA,LARGE,1,4,LIGHT-SEVERITY-FIRE:QA/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/LMU/3:0:SUCCESSION:QA-MC/LARGE/4:0,QA:530:280
QA,LARGE,1,3,LIGHT-SEVERITY-FIRE:QA/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/LMU/3:0:SUCCESSION:QA-MC/LARGE/4:0,QA:530:150
QA,LARGE,1,2,LIGHT-SEVERITY-FIRE:QA/LMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/LMU/2:0:SUCCESSION:QA-MC/LARGE/3:0,QA:530:20
DF,LARGE,1,4,LIGHT-SEVERITY-FIRE:DF/LARGE/3:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LTS/3:0:LIGHT-WSBW:DF/LTS/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/LTS/4:0:SUCCESSION:DF/LTS/4:0,DF:530:280:QA:644:208
DF,LARGE,1,3,LIGHT-SEVERITY-FIRE:DF/LARGE/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LTS/2:0:LIGHT-WSBW:DF/LTS/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/LTS/2:0:SUCCESSION:DF/LTS/3:0,DF-PP-GF:513:182:DF-LP:564:274:DF:530:150:DF-WP-GF:551:248:DF-GF:552:278:PP-DF:435:145:DF-WP:508:223
DF,LARGE,1,2,LIGHT-SEVERITY-FIRE:DF/LARGE/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LTS/2:0:LIGHT-WSBW:DF/LTS/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/LTS/2:0:SUCCESSION:DF/LTS/3:0,DF-WP:506:71:PP-DF:403:87:DF-GF:540:100:DF:530:20:DF-LP:585:89:DF-RRWP-GF:500:81:DF-WP-GF:509:66:L-DF:494:9
DF-LP,MMU,3,4,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/4:0:SEVERE-WSBW:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/MEDIUM/4:0:MIXED-SEVERITY-FIRE:DF-LP/MEDIUM/3:0:DF-BEETLE:DF-LP/MTS/2:0:SUCCESSION:DF-LP/MMU4/4:0:SEVERE-LP-MPB:DF-LP/MMU/3:0:LIGHT-LP-MPB:DF-LP/MMU/3:0,DF-LP:475:300
DF-LP,MMU,3,3,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/3:0:SEVERE-WSBW:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/MEDIUM/4:0:MIXED-SEVERITY-FIRE:DF-LP/MEDIUM/2:0:DF-BEETLE:DF-LP/MTS/2:0:SUCCESSION:DF-LP/MMU4/3:0:SEVERE-LP-MPB:DF-LP/MTS/2:0:LIGHT-LP-MPB:DF-LP/MTS/2:1,DF-LP:475:170
LP,POLE,8,4,LIGHT-SEVERITY-FIRE:LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:DF-LP/MMU/4:0,LP:205:350
DF-LP,MMU,1,4,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/4:0:SEVERE-WSBW:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/MMU2/4:0:MIXED-SEVERITY-FIRE:DF/MEDIUM/3:0:SUCCESSION:DF-LP/MMU2/4:0:SEVERE-LP-MPB:DF-LP/MMU/3:0:LIGHT-LP-MPB:DF-LP/MMU/3:0,DF-LP:455:280:LP:496:420
DF-LP,MMU,1,3,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/3:0:SEVERE-WSBW:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/MMU2/3:0:MIXED-SEVERITY-FIRE:DF/MEDIUM/2:0:SUCCESSION:DF-LP/MMU2/3:0:SEVERE-LP-MPB:DF-LP/MTS/2:0:LIGHT-LP-MPB:DF-LP/MTS/2:1,DF-LP:455:150
DF,MTS,1,4,LIGHT-SEVERITY-FIRE:DF/MEDIUM/2:0:SEVERE-WSBW:DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/MMU/3:0:LIGHT-WSBW:DF/MMU/4:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF/MMU/4:0,DF:380:280
DF-LP,MMU,1,2,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/2:0:SEVERE-WSBW:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/MMU/3:0:MIXED-SEVERITY-FIRE:DF/MEDIUM/2:0:SUCCESSION:DF-LP/MMU/3:0:SEVERE-LP-MPB:DF-LP/MTS/2:0:LIGHT-LP-MPB:DF-LP/MTS/2:1,DF-LP:455:20
DF,MTS,1,3,LIGHT-SEVERITY-FIRE:DF/MEDIUM/2:0:SEVERE-WSBW:DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/MMU/2:0:LIGHT-WSBW:DF/MMU/3:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF/MMU/3:0,DF:380:150
DF,MTS,1,2,LIGHT-SEVERITY-FIRE:DF/MEDIUM/2:0:SEVERE-WSBW:DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/MMU/2:0:LIGHT-WSBW:DF/MMU/3:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF/MMU/3:0,DF:380:20
DF-LP,PTS,6,4,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/PTS/2:0:MIXED-SEVERITY-FIRE:DF-LP/MEDIUM/2:0:SUCCESSION:DF-LP/MMU/4:0,DF-LP:230:330
ES-LP,SS,1,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES-LP/SS2/4:0,ES-LP:40:280
ES-LP,SS,1,3,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES-LP/SS2/3:0,ES-LP:40:150
ES-LP,SS,1,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES-LP/SS2/2:0,ES-LP:40:20
ES-LP,LMU,2,4,LIGHT-SEVERITY-FIRE:ES-LP/LARGE/3:0:SEVERE-WSBW:ES-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:LP/MTS/2:0:LIGHT-WSBW:ES-LP/LMU3/4:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:ES-LP/LMU3/4:0:SPRUCE-BEETLE:LP/LMU/2:0:SEVERE-LP-MPB:ES-LP/LMU/3:0:LIGHT-LP-MPB:ES-LP/LMU/3:0,ES-LP:700:290
QA,SS,2,4,LIGHT-SEVERITY-FIRE:QA/SS/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/SS/3:0:SUCCESSION:QA/POLE/4:0,QA:50:290
QA,SS,2,3,LIGHT-SEVERITY-FIRE:QA/SS/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/SS/3:0:SUCCESSION:QA/POLE/4:0,QA:50:160
QA,SS,2,2,LIGHT-SEVERITY-FIRE:QA/SS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/SS/2:0:SUCCESSION:QA/POLE/3:0,QA:50:30
DF-PP-LP,PTS,3,3,LIGHT-SEVERITY-FIRE:DF-PP-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/POLE/2:0:SUCCESSION:DF-PP-LP/MMU/3:0,DF-PP-PP:182:122:DF-PP-LP:200:170
LP,PTS,7,3,LIGHT-SEVERITY-FIRE:LP/MEDIUM/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/MEDIUM/2:0:SUCCESSION:LP/MTS/3:0,LP:240:210
LP,LMU,2,3,LIGHT-SEVERITY-FIRE:LP/LTS/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:LP/LMU3/3:0:SEVERE-LP-MPB:LP/MEDIUM/2:0:LIGHT-LP-MPB:LP/LTS/3:0,LP:700:160
